CLONEID	ACC	LLID	PHASE	NAME	Annotation	Name_Annot
IMAGE:296429	W00890		M/G1	" Homo sapiens cDNA FLJ11904 fis, clone HEMBB1000048 Hs.285519"		"M/G1  Homo sapiens cDNA FLJ11904 fis, clone HEMBB1000048 Hs.285519 W00890 "
IMAGE:1897431	AI301573		G1/S	" Homo sapiens cDNA FLJ11941 fis, clone HEMBB1000649 Hs.124106"		"G1/S  Homo sapiens cDNA FLJ11941 fis, clone HEMBB1000649 Hs.124106 AI301573 "
IMAGE:840614	AI734177		G1/S	" Homo sapiens cDNA FLJ13571 fis, clone PLACE1008405 Hs.116278"		"G1/S  Homo sapiens cDNA FLJ13571 fis, clone PLACE1008405 Hs.116278 AI734177 "
IMAGE:753684	AA406599		S phase	" Homo sapiens cDNA FLJ13604 fis, clone PLACE1010401 Hs.23193"		"S phase  Homo sapiens cDNA FLJ13604 fis, clone PLACE1010401 Hs.23193 AA406599 "
IMAGE:488115	AA058651		M/G1	" Homo sapiens cDNA FLJ14175 fis, clone NT2RP2002979 Hs.288613"		"M/G1  Homo sapiens cDNA FLJ14175 fis, clone NT2RP2002979 Hs.288613 AA058651 "
IMAGE:898286	AA598974		G2	" Homo sapiens cDNA FLJ14365 fis, clone HEMBA1001019 Hs.348383"		"G2  Homo sapiens cDNA FLJ14365 fis, clone HEMBA1001019 Hs.348383 AA598974 "
IMAGE:245324	N72461		S phase	" Homo sapiens cDNA FLJ20796 fis, clone COL00301 Hs.113994"		"S phase  Homo sapiens cDNA FLJ20796 fis, clone COL00301 Hs.113994 N72461 "
IMAGE:1568114	AA978323		S phase	" Homo sapiens cDNA: FLJ21210 fis, clone COL00479 Hs.325093"		"S phase  Homo sapiens cDNA: FLJ21210 fis, clone COL00479 Hs.325093 AA978323 "
IMAGE:126829	R07184		G1/S	" Homo sapiens cDNA: FLJ21288 fis, clone COL01927 Hs.6019"		"G1/S  Homo sapiens cDNA: FLJ21288 fis, clone COL01927 Hs.6019 R07184 "
IMAGE:129530	R11371		G2/M	" Homo sapiens cDNA: FLJ21460 fis, clone COL04722 Hs.20787"		"G2/M  Homo sapiens cDNA: FLJ21460 fis, clone COL04722 Hs.20787 R11371 "
IMAGE:309983	N95440		G2/M	" Homo sapiens cDNA: FLJ21531 fis, clone COL06036 Hs.102941"		"G2/M  Homo sapiens cDNA: FLJ21531 fis, clone COL06036 Hs.102941 N95440 "
IMAGE:123729	R01288		M/G1	" Homo sapiens cDNA: FLJ21691 fis, clone COL09555 Hs.141003"		"M/G1  Homo sapiens cDNA: FLJ21691 fis, clone COL09555 Hs.141003 R01288 "
IMAGE:139705	R63929		G2/M	" Homo sapiens cDNA: FLJ21869 fis, clone HEP02442 Hs.28465"		"G2/M  Homo sapiens cDNA: FLJ21869 fis, clone HEP02442 Hs.28465 R63929 "
IMAGE:768453	AA495943		G2	" Homo sapiens cDNA: FLJ22272 fis, clone HRC03192 Hs.50740"		"G2  Homo sapiens cDNA: FLJ22272 fis, clone HRC03192 Hs.50740 AA495943 "
IMAGE:366421	AA026385		G2	" Homo sapiens cDNA: FLJ22355 fis, clone HRC06344 Hs.288283"		"G2  Homo sapiens cDNA: FLJ22355 fis, clone HRC06344 Hs.288283 AA026385 "
IMAGE:810305	AA463961		M/G1	" Homo sapiens cDNA: FLJ23260 fis, clone COL05804, highly similar to HSU90911 Human clone 23652 mRNA sequence Hs.13996"		"M/G1  Homo sapiens cDNA: FLJ23260 fis, clone COL05804, highly similar to HSU90911 Human clone 23652 mRNA sequence Hs.13996 AA463961 "
IMAGE:1635178	AI005038		S phase	" Homo sapiens cDNA: FLJ23285 fis, clone HEP09071 Hs.90424"		"S phase  Homo sapiens cDNA: FLJ23285 fis, clone HEP09071 Hs.90424 AI005038 "
IMAGE:743230	AA400234		G1/S	" Homo sapiens cDNA: FLJ23538 fis, clone LNG08010, highly similar to BETA2 Human MEN1 region clone epsilon/beta mRNA Hs.240443"		"G1/S  Homo sapiens cDNA: FLJ23538 fis, clone LNG08010, highly similar to BETA2 Human MEN1 region clone epsilon/beta mRNA Hs.240443 AA400234 "
IMAGE:25061	R38944		G1/S	 Homo sapiens clone 25061 mRNA sequence Hs.183475		G1/S  Homo sapiens clone 25061 mRNA sequence Hs.183475 R38944 
IMAGE:50441	H18031		G1/S	 Homo sapiens clone 25110 mRNA sequence Hs.27262		G1/S  Homo sapiens clone 25110 mRNA sequence Hs.27262 H18031 
IMAGE:796723	AA443140		S phase	 Homo sapiens clone CDABP0014 mRNA sequence Hs.92679		S phase  Homo sapiens clone CDABP0014 mRNA sequence Hs.92679 AA443140 
IMAGE:121239	T96708		G2	 Homo sapiens clone CDABP0155 mRNA sequence Hs.145061		G2  Homo sapiens clone CDABP0155 mRNA sequence Hs.145061 T96708 
IMAGE:841067	AA486770		M/G1	" Homo sapiens clone FLB9213 PRO2474 mRNA, complete cds Hs.21321"		"M/G1  Homo sapiens clone FLB9213 PRO2474 mRNA, complete cds Hs.21321 AA486770 "
IMAGE:1417226	AA903913		M/G1	" Homo sapiens clone TA40 untranslated mRNA, complete sequence Hs.333371"		"M/G1  Homo sapiens clone TA40 untranslated mRNA, complete sequence Hs.333371 AA903913 "
IMAGE:591457	AA160692		G2	" Homo sapiens mRNA for FLJ00116 protein, partial cds Hs.72363"		"G2  Homo sapiens mRNA for FLJ00116 protein, partial cds Hs.72363 AA160692 "
IMAGE:279302	N48602		S phase	 Homo sapiens mRNA for hypothetical protein (TR2/D15 gene) Hs.180545		S phase  Homo sapiens mRNA for hypothetical protein (TR2/D15 gene) Hs.180545 N48602 
IMAGE:308478	N95578		S phase	 Homo sapiens mRNA; cDNA DKFZp434D0818 (from clone DKFZp434D0818) Hs.5855		S phase  Homo sapiens mRNA; cDNA DKFZp434D0818 (from clone DKFZp434D0818) Hs.5855 N95578 
IMAGE:279392	N48700		G2/M	 Homo sapiens mRNA; cDNA DKFZp547B086 (from clone DKFZp547B086) Hs.36606		G2/M  Homo sapiens mRNA; cDNA DKFZp547B086 (from clone DKFZp547B086) Hs.36606 N48700 
IMAGE:80318	T64452		S phase	 Homo sapiens mRNA; cDNA DKFZp547C244 (from clone DKFZp547C244) Hs.9460		S phase  Homo sapiens mRNA; cDNA DKFZp547C244 (from clone DKFZp547C244) Hs.9460 T64452 
IMAGE:73608	T55704		S phase	 Homo sapiens mRNA; cDNA DKFZp564D156 (from clone DKFZp564D156) Hs.9927		S phase  Homo sapiens mRNA; cDNA DKFZp564D156 (from clone DKFZp564D156) Hs.9927 T55704 
IMAGE:416945	W87709		S phase	 Homo sapiens mRNA; cDNA DKFZp564F093 (from clone DKFZp564F093) Hs.18724		S phase  Homo sapiens mRNA; cDNA DKFZp564F093 (from clone DKFZp564F093) Hs.18724 W87709 
IMAGE:418240	W90240		G1/S	 Homo sapiens mRNA; cDNA DKFZp564O2364 (from clone DKFZp564O2364) Hs.28893		G1/S  Homo sapiens mRNA; cDNA DKFZp564O2364 (from clone DKFZp564O2364) Hs.28893 W90240 
IMAGE:289716	N62953		S phase	 Homo sapiens mRNA; cDNA DKFZp566P1124 (from clone DKFZp566P1124) Hs.321022		S phase  Homo sapiens mRNA; cDNA DKFZp566P1124 (from clone DKFZp566P1124) Hs.321022 N62953 
IMAGE:701371	AA287958		G2/M	 Homo sapiens mRNA; cDNA DKFZp586I1518 (from clone DKFZp586I1518) Hs.21739		G2/M  Homo sapiens mRNA; cDNA DKFZp586I1518 (from clone DKFZp586I1518) Hs.21739 AA287958 
IMAGE:132857	R26176		G2/M	 Homo sapiens mRNA; cDNA DKFZp586N1323 (from clone DKFZp586N1323) Hs.24064		G2/M  Homo sapiens mRNA; cDNA DKFZp586N1323 (from clone DKFZp586N1323) Hs.24064 R26176 
IMAGE:134120	R30983		G2	 Homo sapiens mRNA; cDNA DKFZp586N1323 (from clone DKFZp586N1323) Hs.24064		G2  Homo sapiens mRNA; cDNA DKFZp586N1323 (from clone DKFZp586N1323) Hs.24064 R30983 
IMAGE:745296	AA625574		M/G1	 Homo sapiens mRNA; cDNA DKFZp762B195 (from clone DKFZp762B195) Hs.347274		M/G1  Homo sapiens mRNA; cDNA DKFZp762B195 (from clone DKFZp762B195) Hs.347274 AA625574 
IMAGE:148763	H12845		G1/S	" Homo sapiens PRO2751 mRNA, complete cds Hs.283978"		"G1/S  Homo sapiens PRO2751 mRNA, complete cds Hs.283978 H12845 "
IMAGE:509462	AA056377		G2/M	" Homo sapiens, clone IMAGE:3351295, mRNA Hs.62711"		"G2/M  Homo sapiens, clone IMAGE:3351295, mRNA Hs.62711 AA056377 "
IMAGE:612122	AA181439		G1/S	" Homo sapiens, clone IMAGE:3542171, mRNA, partial cds Hs.347524"		"G1/S  Homo sapiens, clone IMAGE:3542171, mRNA, partial cds Hs.347524 AA181439 "
IMAGE:309603	N94435		G2/M	" Homo sapiens, clone IMAGE:3628973, mRNA, partial cds Hs.348012"		"G2/M  Homo sapiens, clone IMAGE:3628973, mRNA, partial cds Hs.348012 N94435 "
IMAGE:143169	R73759		G2/M	" Homo sapiens, clone IMAGE:3881549, mRNA Hs.346735"		"G2/M  Homo sapiens, clone IMAGE:3881549, mRNA Hs.346735 R73759 "
IMAGE:208986	H60690		G1/S	" Homo sapiens, clone IMAGE:3952677, mRNA, partial cds Hs.91192"		"G1/S  Homo sapiens, clone IMAGE:3952677, mRNA, partial cds Hs.91192 H60690 "
IMAGE:1564601	AA960844		G1/S	" Homo sapiens, clone IMAGE:4081483, mRNA Hs.186579"		"G1/S  Homo sapiens, clone IMAGE:4081483, mRNA Hs.186579 AA960844 "
IMAGE:244277	N53024		G2/M	" Homo sapiens, clone MGC:15396 IMAGE:3834331, mRNA, complete cds Hs.343236"		"G2/M  Homo sapiens, clone MGC:15396 IMAGE:3834331, mRNA, complete cds Hs.343236 N53024 "
IMAGE:782622	AA448535		S phase	" Homo sapiens, clone MGC:21655 IMAGE:4516234, mRNA, complete cds Hs.348374"		"S phase  Homo sapiens, clone MGC:21655 IMAGE:4516234, mRNA, complete cds Hs.348374 AA448535 "
IMAGE:811010	AA485522		G1/S	" Homo sapiens, clone MGC:4710 IMAGE:3534806, mRNA, complete cds Hs.12705"		"G1/S  Homo sapiens, clone MGC:4710 IMAGE:3534806, mRNA, complete cds Hs.12705 AA485522 "
IMAGE:703559	AA278865		G2	" Homo sapiens, clone MGC:4832 IMAGE:3604003, mRNA, complete cds Hs.88523"		"G2  Homo sapiens, clone MGC:4832 IMAGE:3604003, mRNA, complete cds Hs.88523 AA278865 "
IMAGE:293331	N64737		G1/S	" Homo sapiens, Similar to hypothetical protein PRO1722, clone MGC:15692 IMAGE:3351479, mRNA, complete cds Hs.231444"		"G1/S  Homo sapiens, Similar to hypothetical protein PRO1722, clone MGC:15692 IMAGE:3351479, mRNA, complete cds Hs.231444 N64737 "
IMAGE:511096	AA088458		G2/M	" Homo sapiens, Similar to RIKEN cDNA 2010317E24 gene, clone IMAGE:3502019, mRNA, partial cds Hs.19322"		"G2/M  Homo sapiens, Similar to RIKEN cDNA 2010317E24 gene, clone IMAGE:3502019, mRNA, partial cds Hs.19322 AA088458 "
IMAGE:296155	N70010		S phase	" Homo sapiens, Similar to RIKEN cDNA 2610036L13 gene, clone MGC:16386 IMAGE:3938081, mRNA, complete cds Hs.23044"		"S phase  Homo sapiens, Similar to RIKEN cDNA 2610036L13 gene, clone MGC:16386 IMAGE:3938081, mRNA, complete cds Hs.23044 N70010 "
IMAGE:1575410	AA971179		G1/S	" Homo sapiens, Similar to RIKEN cDNA 2700064H14 gene, clone MGC:21390 IMAGE:4519078, mRNA, complete cds Hs.128096"		"G1/S  Homo sapiens, Similar to RIKEN cDNA 2700064H14 gene, clone MGC:21390 IMAGE:4519078, mRNA, complete cds Hs.128096 AA971179 "
IMAGE:665013	AA194796		G1/S	" Homo sapiens, Similar to RIKEN cDNA 2900009I07 gene, clone MGC:17347 IMAGE:2901027, mRNA, complete cds Hs.36828"		"G1/S  Homo sapiens, Similar to RIKEN cDNA 2900009I07 gene, clone MGC:17347 IMAGE:2901027, mRNA, complete cds Hs.36828 AA194796 "
IMAGE:252491	H87567		S phase	" Human clone 137308 mRNA, partial cds Hs.322149"		"S phase  Human clone 137308 mRNA, partial cds Hs.322149 H87567 "
IMAGE:241043	H91398		S phase	" Human clone 137308 mRNA, partial cds Hs.322149"		"S phase  Human clone 137308 mRNA, partial cds Hs.322149 H91398 "
IMAGE:592699	AA159962		G2	" Human DNA sequence from clone RP1-187J11 on chromosome 6q11.1-22.33. Contains the gene for a novel protein similar to S. pombe and S. cerevisiae predicted proteins, the gene for a novel protein simila Hs.72325"		"G2  Human DNA sequence from clone RP1-187J11 on chromosome 6q11.1-22.33. Contains the gene for a novel protein similar to S. pombe and S. cerevisiae predicted proteins, the gene for a novel protein simila Hs.72325 AA159962 "
IMAGE:753745	BG827634		G1/S	"ESTs, Weakly similar to S57447 HPBRII-7 protein [H.sapiens] Hs.16346 AA410490  "		"G1/S ESTs, Weakly similar to S57447 HPBRII-7 protein [H.sapiens] Hs.16346 AA410490   BG827634 "
IMAGE:1017349	AA548037		M/G1	AA548037  		M/G1 AA548037   AA548037 
IMAGE:243149	H94466 		G2/M	"ESTs, Weakly similar to 1819485A CENP-E protein [H.sapiens] Hs.167652 H94466  "		"G2/M ESTs, Weakly similar to 1819485A CENP-E protein [H.sapiens] Hs.167652 H94466   H94466  "
IMAGE:840575	NM_015493	25959	G1/S	FLJ20004 **hypothetical protein FLJ20004 Hs.17311 AA487895  		G1/S FLJ20004 **hypothetical protein FLJ20004 Hs.17311 AA487895   NM_015493 
IMAGE:38816	R36063		G2	"TUBA1 **tubulin, alpha 1 (testis specific) Hs.75318 R36063  "		"G2 TUBA1 **tubulin, alpha 1 (testis specific) Hs.75318 R36063   R36063 "
IMAGE:292612	N68557		S phase	"SUCLG2 **succinate-CoA ligase, GDP-forming, beta subunit Hs.247309 N68557  "		"S phase SUCLG2 **succinate-CoA ligase, GDP-forming, beta subunit Hs.247309 N68557   N68557 "
IMAGE:825842	NM_001634	262	M/G1	AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476 AA504772  		M/G1 AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476 AA504772   NM_001634 
IMAGE:195786	R89286		G1/S	R89286  		G1/S R89286   R89286 
IMAGE:780958	BG745132		G2/M	ESTs Hs.21734 AA429809  		G2/M ESTs Hs.21734 AA429809   BG745132 
IMAGE:416010	NM_005119	9967	G2/M	"TRAP150 thyroid hormone receptor-associated protein, 150 kDa subunit Hs.108319 W85832  "		"G2/M TRAP150 thyroid hormone receptor-associated protein, 150 kDa subunit Hs.108319 W85832   NM_005119 "
IMAGE:279399	BG461671	54094	S phase	"ESTs, Weakly similar to A46661 leukotriene B4 omega-hydroxylase [H.sapiens] Hs.169001 N45556 "		"S phase ESTs, Weakly similar to A46661 leukotriene B4 omega-hydroxylase [H.sapiens] Hs.169001 N45556  BG461671 "
IMAGE:789091	NM_003512	8334	*S phase	"H2AFL H2A histone family, member L Hs.28777 AA452933  "		"*S phase H2AFL H2A histone family, member L Hs.28777 AA452933   NM_003512 "
IMAGE:132871	NM_022907	64942	G1/S	FLJ23053 hypothetical protein FLJ23053 Hs.94037 R25654  		G1/S FLJ23053 hypothetical protein FLJ23053 Hs.94037 R25654   NM_022907 
IMAGE:510273	AA053165		G1/S	"**Homo sapiens cDNA: FLJ23538 fis, clone LNG08010, highly similar to BETA2 Human MEN1 region clone epsilon/beta mRNA Hs.240443 AA053165  "		"G1/S **Homo sapiens cDNA: FLJ23538 fis, clone LNG08010, highly similar to BETA2 Human MEN1 region clone epsilon/beta mRNA Hs.240443 AA053165   AA053165 "
IMAGE:343343	AL138836	1955	S phase	"EGFL5 EGF-like-domain, multiple 5 Hs.5599 W67981  "		"S phase EGFL5 EGF-like-domain, multiple 5 Hs.5599 W67981   AL138836 "
IMAGE:235056	NM_022914	65057	G1/S	hypothetical protein 24432 Hs.78019 H79142  		G1/S hypothetical protein 24432 Hs.78019 H79142   NM_022914 
IMAGE:809657	AK024090		M/G1	"Homo sapiens cDNA FLJ14028 fis, clone HEMBA1003838 Hs.281434 AA454682  "		"M/G1 Homo sapiens cDNA FLJ14028 fis, clone HEMBA1003838 Hs.281434 AA454682   AK024090 "
IMAGE:788574	AA452872		S phase	AA452872  		S phase AA452872   AA452872 
IMAGE:770992	AA428252 		S phase	EZH2 enhancer of zeste (Drosophila) homolog 2 Hs.77256 AA428252  		S phase EZH2 enhancer of zeste (Drosophila) homolog 2 Hs.77256 AA428252   AA428252  
IMAGE:136117	NM_017693	54841	S phase	FLJ20159 hypothetical protein FLJ20159 Hs.288809 R33122  		S phase FLJ20159 hypothetical protein FLJ20159 Hs.288809 R33122   NM_017693 
IMAGE:950603	AF055019		G2	ESTs Hs.21906 AA608546  		G2 ESTs Hs.21906 AA608546   AF055019 
IMAGE:809838	AA455102		G2	AA455102  		G2 AA455102   AA455102 
IMAGE:824031	AA490946		G2/M	AA490946  		G2/M AA490946   AA490946 
IMAGE:73188	NM_017730	54870	G2/M	FLJ20259 hypothetical protein FLJ20259 Hs.9956 T55949  		G2/M FLJ20259 hypothetical protein FLJ20259 Hs.9956 T55949   NM_017730 
IMAGE:745138	AL139327	7278	G2	"TUBA2 tubulin, alpha 2 Hs.98102 AA626698  "		"G2 TUBA2 tubulin, alpha 2 Hs.98102 AA626698   AL139327 "
IMAGE:236142	H61303		G1/S	E2F1 E2F transcription factor 1 Hs.96055 H61303  		G1/S E2F1 E2F transcription factor 1 Hs.96055 H61303   H61303 
IMAGE:811028	NM_001909	1509	G1/S	CTSD cathepsin D (lysosomal aspartyl protease) Hs.79572 AA485373  		G1/S CTSD cathepsin D (lysosomal aspartyl protease) Hs.79572 AA485373   NM_001909 
IMAGE:416095	W85890		M/G1	W85890  		M/G1 W85890   W85890 
IMAGE:898096	AA598795		M/G1	"AA598795 Protein phosphatase 2 (formerly 2A), regulatory subunit B (P "		"M/G1 AA598795 Protein phosphatase 2 (formerly 2A), regulatory subunit B (P  AA598795 "
IMAGE:510571	AB046767	57668	M/G1	KIAA1547 KIAA1547 protein Hs.31305 AA057737  		M/G1 KIAA1547 KIAA1547 protein Hs.31305 AA057737   AB046767 
IMAGE:415136	BE897965		G1/S	"ESTs, Weakly similar to T00370 hypothetical protein KIAA0659 [H.sapiens] Hs.131899 W93155  "		"G1/S ESTs, Weakly similar to T00370 hypothetical protein KIAA0659 [H.sapiens] Hs.131899 W93155   BE897965 "
IMAGE:809703	AK027519	57153	G2/M	CTL2 CTL2 gene Hs.105509 AA454710  		G2/M CTL2 CTL2 gene Hs.105509 AA454710   AK027519 
IMAGE:344049	W73732		G2/M	W73732 Host cell factor-1=VP16 transactivator interacting protein 		G2/M W73732 Host cell factor-1=VP16 transactivator interacting protein  W73732 
IMAGE:22895	NM_002196	3642	G2/M	INSM1 insulinoma-associated 1 Hs.89584 R38640  		G2/M INSM1 insulinoma-associated 1 Hs.89584 R38640   NM_002196 
IMAGE:130819	R22183		G2	EST Hs.307975 R22182  		G2 EST Hs.307975 R22182   R22183 
IMAGE:292654	NM_015434	25896	S phase	DKFZP434B168 protein Hs.48604 N62684  		S phase DKFZP434B168 protein Hs.48604 N62684   NM_015434 
IMAGE:67092	T56726		G2	T56726  		G2 T56726   T56726 
IMAGE:25058	AF131741		G2	Homo sapiens clone 25058 mRNA sequence Hs.179397 R38894  		G2 Homo sapiens clone 25058 mRNA sequence Hs.179397 R38894   AF131741 
IMAGE:1575311	AB067516		S phase	ESTs Hs.128081 AA971042  		S phase ESTs Hs.128081 AA971042   AB067516 
IMAGE:196475	R92512		G2	ESTs Hs.302878 R92512  		G2 ESTs Hs.302878 R92512   R92512 
IMAGE:525926	NM_002997	6382	G1/S	SDC1 syndecan 1 Hs.82109 AA074511  		G1/S SDC1 syndecan 1 Hs.82109 AA074511   NM_002997 
IMAGE:295710	NM_018154	55723	S phase	FLJ10604 hypothetical protein FLJ10604 Hs.26516 N72697  		S phase FLJ10604 hypothetical protein FLJ10604 Hs.26516 N72697   NM_018154 
IMAGE:470914	NM_018991	54441	S phase	"ESTs, Weakly similar to ALU7_HUMAN ALU SUBFAMILY SQ SEQUENCE CONTAMINATION WARNING ENTRY [H.sapiens] Hs.325158 AA032084  "		"S phase ESTs, Weakly similar to ALU7_HUMAN ALU SUBFAMILY SQ SEQUENCE CONTAMINATION WARNING ENTRY [H.sapiens] Hs.325158 AA032084   NM_018991 "
IMAGE:202575	H53763		S phase	H53763  		S phase H53763   H53763 
IMAGE:50578	AL161981	23413	M/G1	FREQ frequenin (Drosophila) homolog Hs.301760 H16821  		M/G1 FREQ frequenin (Drosophila) homolog Hs.301760 H16821   AL161981 
IMAGE:884653	BF690013		G2	"ESTs, Moderately similar to TBB2_HUMAN TUBULIN BETA-2 CHAIN [H.sapiens] Hs.23189 AA629908  "		"G2 ESTs, Moderately similar to TBB2_HUMAN TUBULIN BETA-2 CHAIN [H.sapiens] Hs.23189 AA629908   BF690013 "
IMAGE:866633	NM_014962	22903	M/G1	KIAA0952 KIAA0952 protein Hs.7935 AA679150  		M/G1 KIAA0952 KIAA0952 protein Hs.7935 AA679150   NM_014962 
IMAGE:868517	AA775033		G2/M	AA775033  		G2/M AA775033   AA775033 
IMAGE:1555863	AK026497		M/G1	"Homo sapiens cDNA: FLJ22844 fis, clone KAIA5181 Hs.296322 AA975103  "		"M/G1 Homo sapiens cDNA: FLJ22844 fis, clone KAIA5181 Hs.296322 AA975103   AK026497 "
IMAGE:124829	R01148		S phase	EST 		S phase EST  R01148 
IMAGE:328768	W40398		G2/M	EST Hs.323101 W40398  		G2/M EST Hs.323101 W40398   W40398 
IMAGE:435334	AA699928 		G2/M	AA699928  		G2/M AA699928   AA699928  
IMAGE:1754192	AI204264		G1/S	AI204264  		G1/S AI204264   AI204264 
IMAGE:949983	AA600222		S phase	AA600222  		S phase AA600222   AA600222 
IMAGE:462861	AA705332		G2/M	AA705332  		G2/M AA705332   AA705332 
IMAGE:1939113	AJ271379		G1/S	ESTs Hs.21175 AI341642  		G1/S ESTs Hs.21175 AI341642   AJ271379 
IMAGE:1552835	AA928536		G1/S	AA928536  		G1/S AA928536   AA928536 
IMAGE:2009000	AI336973		G2	AI336973  		G2 AI336973   AI336973 
IMAGE:1838959	AI223432		G1/S	EST Hs.147907 AI223432  		G1/S EST Hs.147907 AI223432   AI223432 
IMAGE:1911334	NM_033445	92815	G2	"H2AFL H2A histone family, member L Hs.28777 AI268551  "		"G2 H2AFL H2A histone family, member L Hs.28777 AI268551   NM_033445 "
IMAGE:27098	NM_015516	25987	G2/M	"E2IG4 hypothetical protein, estradiol-induced Hs.8361 R13844  "		"G2/M E2IG4 hypothetical protein, estradiol-induced Hs.8361 R13844   NM_015516 "
IMAGE:647514	AA199733		M/G1	EST Hs.188697 AA199733  		M/G1 EST Hs.188697 AA199733   AA199733 
IMAGE:182933	H45443	10347	G1/S	"ABCA7 ATP-binding cassette, sub-family A (ABC1), member 7 Hs.134514"		"G1/S ABCA7 ATP-binding cassette, sub-family A (ABC1), member 7 Hs.134514 H45443 "
IMAGE:768316	AA495766		G2/M	"ABCC1 **ATP-binding cassette, sub-family C (CFTR/MRP), member 1 Hs.89433"		"G2/M ABCC1 **ATP-binding cassette, sub-family C (CFTR/MRP), member 1 Hs.89433 AA495766 "
IMAGE:625616	AA186613		S phase	"ABCC5 **ATP-binding cassette, sub-family C (CFTR/MRP), member 5 Hs.108660"		"S phase ABCC5 **ATP-binding cassette, sub-family C (CFTR/MRP), member 5 Hs.108660 AA186613 "
IMAGE:590591	AA148045	112	G1/S	ADCY6 adenylate cyclase 6 Hs.12373		G1/S ADCY6 adenylate cyclase 6 Hs.12373 AA148045 
IMAGE:142122	R69355	60312	M/G1	AFAP actin filament associated protein Hs.80306		M/G1 AFAP actin filament associated protein Hs.80306 R69355 
IMAGE:773204	AA425692	262	M/G1	AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476		M/G1 AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476 AA425692 
IMAGE:149013	R82299	262	M/G1	AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476		M/G1 AMD1 S-adenosylmethionine decarboxylase 1 Hs.262476 R82299 
IMAGE:2327739	AI693023	51203	G2/M	ANKT nucleolar protein ANKT Hs.279905		G2/M ANKT nucleolar protein ANKT Hs.279905 AI693023 
IMAGE:951241	AA620485	51203	G2	ANKT nucleolar protein ANKT Hs.279905		G2 ANKT nucleolar protein ANKT Hs.279905 AA620485 
IMAGE:461933	AA779949	51203	G2	ANKT nucleolar protein ANKT Hs.279905		G2 ANKT nucleolar protein ANKT Hs.279905 AA779949 
IMAGE:28823	R40767	10947	G1/S	"AP3M2 adaptor-related protein complex 3, mu 2 subunit Hs.77770"		"G1/S AP3M2 adaptor-related protein complex 3, mu 2 subunit Hs.77770 R40767 "
IMAGE:300590	W07537	10190	G2/M	APACD ATP binding protein associated with cell differentiation Hs.153884		G2/M APACD ATP binding protein associated with cell differentiation Hs.153884 W07537 
IMAGE:2321462	AI674393	27301	G1/S	APEXL2 apurinic/apyrimidinic endonuclease(APEX nuclease)-like 2 protein Hs.154149		G1/S APEXL2 apurinic/apyrimidinic endonuclease(APEX nuclease)-like 2 protein Hs.154149 AI674393 
IMAGE:321271	W52941	23779	G2/M	ARHGAP8 Rho GTPase activating protein 8 Hs.102336		G2/M ARHGAP8 Rho GTPase activating protein 8 Hs.102336 W52941 
IMAGE:1703236	AI142552	10124	G2	ARL4 ADP-ribosylation factor-like 4 Hs.201672		G2 ARL4 ADP-ribosylation factor-like 4 Hs.201672 AI142552 
IMAGE:51532	H20558	23204	G2/M	ARL6IP ADP-ribosylation factor-like 6 interacting protein Hs.75249		G2/M ARL6IP ADP-ribosylation factor-like 6 interacting protein Hs.75249 H20558 
IMAGE:487172	AA043796		G2/M	"B4GALT1 **UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 Hs.198248"		"G2/M B4GALT1 **UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 Hs.198248 AA043796 "
IMAGE:1869329	AI269958	9531	M/G1	BAG3 BCL2-associated athanogene 3 Hs.15259		M/G1 BAG3 BCL2-associated athanogene 3 Hs.15259 AI269958 
IMAGE:1015874	AA558464	580	G1/S	BARD1 BRCA1 associated RING domain 1 Hs.54089		G1/S BARD1 BRCA1 associated RING domain 1 Hs.54089 AA558464 
IMAGE:841217	AA486738	583	S phase	BBS2 Bardet-Biedl syndrome 2 Hs.332633		S phase BBS2 Bardet-Biedl syndrome 2 Hs.332633 AA486738 
IMAGE:256680	H96392	80321	M/G1	BITE p10-binding protein Hs.42315		M/G1 BITE p10-binding protein Hs.42315 H96392 
IMAGE:294089	W01974	63909	G2/M	BK1048E9.5 hypothetical protein bK1048E9.5 Hs.6657		G2/M BK1048E9.5 hypothetical protein bK1048E9.5 Hs.6657 W01974 
IMAGE:666038	AA193608		S phase	BMI1 **murine leukemia viral (bmi-1) oncogene homolog Hs.431		S phase BMI1 **murine leukemia viral (bmi-1) oncogene homolog Hs.431 AA193608 
IMAGE:843206	AA488428	29117	G1/S	BRD7 bromodomain-containing 7 Hs.279762		G1/S BRD7 bromodomain-containing 7 Hs.279762 AA488428 
IMAGE:742952	AA405955		G2	"BUB3 **BUB3 (budding uninhibited by benzimidazoles 3, yeast) homolog Hs.40323"		"G2 BUB3 **BUB3 (budding uninhibited by benzimidazoles 3, yeast) homolog Hs.40323 AA405955 "
